id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
6013819,https://www.airbnb.com/rooms/6013819,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★5.0 · 2 bedrooms · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/74888294/2362f8aa_original.jpg,31217093,https://www.airbnb.com/users/show/31217093,Barry,2015-04-14,"Winnipeg, Canada","",N/A,N/A,N/A,f,https://a0.muscache.com/im/users/31217093/profile_pic/1429028871/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/31217093/profile_pic/1429028871/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,St. Vital,,49.85536,-97.12056,Entire home,Entire home/apt,4,,1 bath,,2,[],$220.00,4,1125,4,4,1125,1125,4.0,1125.0,,t,0,0,0,229,2023-12-17,5,0,0,2015-06-12,2017-08-12,5.0,4.8,4.8,4.75,5.0,4.75,4.75,,f,1,1,0,0,0.05
6170275,https://www.airbnb.com/rooms/6170275,20231217045019,2023-12-17,previous scrape,Home in Winnipeg · ★4.83 · 5 bedrooms · 5 beds · 2 baths,,"The lush and historic neighborhood of River Heights is minutes from the Winnipeg International Airport, and the urban downtown amenities. A perfect little grocery and wine store is just three doors away.",https://a0.muscache.com/pictures/ebc4ed23-6b4f-4b90-b212-689e6f62a81b.jpg,31823352,https://www.airbnb.com/users/show/31823352,Christene,2015-04-23,"Winnipeg, Canada","We are a professional couple with 3 children. We successfully own & operate beautiful long term rental property, and always stay b&b when we travel. So, its only fitting we show our visitors a lovely experience and make our own home and chalet available. Come and love Winnipeg! Come and chase Greenback!
",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/618cf219-3c4e-4938-81ab-c527b1ae8429.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/618cf219-3c4e-4938-81ab-c527b1ae8429.jpg?aki_policy=profile_x_medium,North River Heights,3,6,"['email', 'phone', 'work_email']",t,t,"Winnipeg, Manitoba, Canada",River Heights - Fort Garry,,49.87337,-97.18107,Entire home,Entire home/apt,9,,2 baths,,5,[],$490.00,4,1125,4,4,1125,1125,4.0,1125.0,,t,7,7,7,186,2023-12-17,18,2,0,2017-04-18,2023-08-11,4.83,4.89,4.72,5.0,4.89,4.94,4.72,,f,2,2,0,0,0.22
6262372,https://www.airbnb.com/rooms/6262372,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,,"Wolseley is a mixed neighbourhood of early 20th-century detached wood frame houses on elm-lined streets amid a scattering of small businesses and character apartment buildings. We are 5 minutes by bus or car, and less than 20 minutes on foot from downtown Winnipeg, the University of Winnipeg, Health Sciences Centre and Misericordia Health Centre. We are no more than 20 to 25 minutes by cab, bus or car from the University of Manitoba and most other destinations in the city. Several local grocery stores, coffee shops, bakeries, restaurants and other shops are within a 5-minute walk and major shopping is close by.",https://a0.muscache.com/pictures/miso/Hosting-6262372/original/0c41f4ce-6f4c-441b-8285-c2275c4ecb9f.jpeg,31620704,https://www.airbnb.com/users/show/31620704,Jill & Noreen,2015-04-20,"Winnipeg, Canada","We are two women living in a century home in the Wolseley neighbourhood in central Winnipeg. One designer and one carpenter by trade, we love collaborating on the restoration of this old house, making it a home for ourselves and a restful home-away-from-home for travellers.

We also enjoy travelling the world, and exploring rural North America in our vintage 1959 Sprite caravan.

Whether it’s in our home or on the road, we hope to see you soon!",within an hour,100%,100%,t,https://a0.muscache.com/im/users/31620704/profile_pic/1430777559/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/31620704/profile_pic/1430777559/original.jpg?aki_policy=profile_x_medium,Wolseley,3,4,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Daniel McIntyre,,49.8831,-97.16491,Private room in home,Private room,2,,1 shared bath,,1,[],$59.00,1,29,1,1,1125,1125,1.0,1125.0,,t,30,60,90,313,2023-12-17,188,19,1,2015-06-13,2023-12-04,4.93,4.93,4.96,4.97,4.97,4.95,4.93,,f,3,0,3,0,1.81
6349369,https://www.airbnb.com/rooms/6349369,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.89 · 1 bedroom · 1 bed · 1 bath,,"Close to downtown yet in a friendly, quiet and safe part of town. There is a YMCA a half block away and a grocery store one block away and a safeway two blocks away",https://a0.muscache.com/pictures/85683937/2b26d6fd_original.jpg,33077287,https://www.airbnb.com/users/show/33077287,Sergio,2015-05-10,"Winnipeg, Canada","Hi there, I have a nice renovated suite which I take pride in and have decided to rent out to those traveling to visit our nice city. Located in a quite neibourhood, a 10 minute drive to downtown and MTS Center and 10 to the north edge of the city the apartment is very nicely situated. ",within an hour,100%,72%,t,https://a0.muscache.com/im/users/33077287/profile_pic/1431317456/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/33077287/profile_pic/1431317456/original.jpg?aki_policy=profile_x_medium,,2,3,"['email', 'phone', 'work_email']",t,t,"Winnipeg, Manitoba, Canada",Elmwood - East Kildonan,,49.92575,-97.09594,Entire home,Entire home/apt,4,,1 bath,,1,[],$60.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,7,27,37,312,2023-12-17,91,12,0,2015-05-12,2023-10-19,4.89,4.91,4.85,4.99,4.96,4.81,4.9,,f,2,2,0,0,0.87
6350400,https://www.airbnb.com/rooms/6350400,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.85 · 1 bedroom · 1 bed · 1 bath,,Located in a quiet residential area the home is located a short distance (5km) to downtown. There is a good grocery store one block east and a YMCA half a block away.,https://a0.muscache.com/pictures/c7f261d0-a2c8-46c7-be64-777c3e2e4561.jpg,33077287,https://www.airbnb.com/users/show/33077287,Sergio,2015-05-10,"Winnipeg, Canada","Hi there, I have a nice renovated suite which I take pride in and have decided to rent out to those traveling to visit our nice city. Located in a quite neibourhood, a 10 minute drive to downtown and MTS Center and 10 to the north edge of the city the apartment is very nicely situated. ",within an hour,100%,72%,t,https://a0.muscache.com/im/users/33077287/profile_pic/1431317456/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/33077287/profile_pic/1431317456/original.jpg?aki_policy=profile_x_medium,,2,3,"['email', 'phone', 'work_email']",t,t,"Winnipeg, Manitoba, Canada",Elmwood - East Kildonan,,49.92575,-97.09594,Entire home,Entire home/apt,2,,1 bath,,1,[],$60.00,3,120,3,3,120,120,3.0,120.0,,t,7,37,67,113,2023-12-17,88,9,1,2016-04-12,2023-12-01,4.85,4.9,4.84,4.95,4.9,4.88,4.8,,f,2,2,0,0,0.94
6425184,https://www.airbnb.com/rooms/6425184,20231217045019,2023-12-17,city scrape,Loft in Winnipeg · ★4.50 · Studio · 1 bed · 1 bath,,"Located in lovely Saint Boniface, the French quater.<br />Many fine restaurants, cafes  and even a fancy chocolate maker just down the street.<br />The New Humans Rights Musem, The Forks and Downtown are reachable via a riverside parkway and the amazing Esplande pedestrian bridge.  St Bee pub/beer vendor and Le Garage pub/restaurant are very close if you need a pint or like live music.",https://a0.muscache.com/pictures/a711636e-d0c7-4829-8e41-68cf1b42d512.jpg,7608280,https://www.airbnb.com/users/show/7608280,Gavin,2013-07-20,"Winnipeg, Canada","I planted trees for a living. Across Canada, Ive hand planted more then 2 million over the years (hopefully Ive offset all the air travel I do :)
I surf, snowboard, bike and hike anywhere I can
I continue to backpack, revisiting places like India, Bali, Malaysia, Hawaii, Portugal, Sri Lanka, Morrocco repeatedly
I believe in local food sources and am currently building a passivley heated greenhouse/garage.
Im a gatherer and make wine from things suchs as : apples, rhubarb, hisbiscus, raspberries and saskatoon(service) berries.
Im happy to share my local and global knowledge specially if its over a glass of my wine!",within a day,100%,50%,t,https://a0.muscache.com/im/users/7608280/profile_pic/1406664826/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/7608280/profile_pic/1406664826/original.jpg?aki_policy=profile_x_medium,,3,5,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",St. Boniface,,49.89832,-97.12646,Entire loft,Entire home/apt,3,,1 bath,,1,[],$99.00,3,1125,2,3,1125,1125,3.0,1125.0,,t,2,2,18,293,2023-12-17,6,1,1,2021-07-29,2023-11-27,4.5,4.17,4.67,5.0,5.0,5.0,4.33,,f,2,1,1,0,0.21
6465000,https://www.airbnb.com/rooms/6465000,20231217045019,2023-12-17,previous scrape,Condo in Winnipeg · ★4.98 · 1 bedroom · 1 bed · 1 bath,,"Located in the heart of St. Boniface, which is the French Quarter of Winnipeg, overlooking the Red River. Quiet and safe part of the city that is closest Downtown.<br />Situated within view, and a few blocks from The Canadian Museum of Human Rights, The Forks Market, St. Boniface Cathedral and the Goldeyes Baseball Stadium.<br />Close to the Manitoba Theatre Centre, Centenial Concert Hall, MTS Centre and all other attractions in the Winnipeg Exchange District.<br />Perfect place to stay for the Folklorama Festival in August.",https://a0.muscache.com/pictures/6b93ea00-2ac1-47bc-b482-f4c850a54246.jpg,33766481,https://www.airbnb.com/users/show/33766481,Nicole,2015-05-19,"Winnipeg, Canada",Former hospitality worker,N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/e14a9370-aff4-44db-9ea7-ced82d0f7cc1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e14a9370-aff4-44db-9ea7-ced82d0f7cc1.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone', 'work_email']",t,t,"Winnipeg, Manitoba, Canada",St. Boniface,,49.89332,-97.12552,Entire condo,Entire home/apt,3,,1 bath,,1,[],,30,1125,30,30,1125,1125,30.0,1125.0,,,0,0,0,0,2023-12-17,151,0,0,2015-06-01,2018-12-08,4.98,4.99,4.99,4.98,4.97,4.97,4.95,,f,1,1,0,0,1.45
6503691,https://www.airbnb.com/rooms/6503691,20231217045019,2023-12-17,city scrape,Townhouse in Winnipeg · 1 bedroom · 1 bed · 1 bath,,"My neighbourhood is safe, surrounded by wonderful walking paths. There are several man made lakes nearby. You are safe to walk any time day or night. My home is on a side street and is completely quiet day and night.",https://a0.muscache.com/pictures/84330573/3da6b9b2_original.jpg,32130915,https://www.airbnb.com/users/show/32130915,Natalie,2015-04-28,"Winnipeg, Canada","I am an interior designer. I am fun, positive and caring. I have 2 grown daughters and 2 dogs. I enjoy travel, cooking and entertaining.",a few days or more,0%,0%,f,https://a0.muscache.com/im/users/32130915/profile_pic/1433432984/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/32130915/profile_pic/1433432984/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",St. Vital,,49.8271,-97.07114,Private room in townhouse,Private room,2,,1 bath,,1,[],$80.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,30,60,90,365,2023-12-17,0,0,0,,,,,,,,,,,f,1,0,1,0,
6504088,https://www.airbnb.com/rooms/6504088,20231217045019,2023-12-17,city scrape,Bungalow in Winnipeg · ★4.86 · 1 bedroom · 1 bed · 1 private bath,,Mountain Bean Coffee at the end of the street is a fun place to relax also with WiFi. The 3 km's of trails out the back is why I bought the home.,https://a0.muscache.com/pictures/81775008/9eb91b74_original.jpg,23470058,https://www.airbnb.com/users/show/23470058,K,2014-11-07,"Winnipeg, Canada","I am a 47 year old mother and a busy entrepreneur for over 19 years. I have rental properties and used to design clothes, which I sold at festivals. I am also a nature lover. I love to travel and I have lived all over the world. I am happy to share my home and garden with others. ",within an hour,100%,64%,t,https://a0.muscache.com/im/pictures/user/76b60fa4-494a-4a0d-a451-0d73dd054420.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/76b60fa4-494a-4a0d-a451-0d73dd054420.jpg?aki_policy=profile_x_medium,,4,23,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",North Kildonan,,49.95259,-97.06206,Private room in bungalow,Private room,2,,1 private bath,,1,[],$45.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,30,44,44,270,2023-12-17,36,4,0,2016-03-18,2023-10-19,4.86,4.94,4.92,4.97,4.97,4.94,4.89,,f,4,2,2,0,0.38
6577123,https://www.airbnb.com/rooms/6577123,20231217045019,2023-12-17,city scrape,Condo in Winnipeg · ★4.89 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/ba9780d7-9321-4bec-8552-a985ecb59b10.jpg,31253536,https://www.airbnb.com/users/show/31253536,Brett,2015-04-15,"Winnipeg, Canada","",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/4604ba30-95b6-4cb5-9216-ab56e4b6dcdd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4604ba30-95b6-4cb5-9216-ab56e4b6dcdd.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Fort Rouge - East Fort Garry,,49.88474,-97.14456,Entire condo,Entire home/apt,3,,1 bath,,1,[],$151.00,30,180,30,30,1125,1125,30.0,1125.0,,t,14,14,14,250,2023-12-17,19,4,1,2015-06-12,2023-12-01,4.89,4.89,4.74,5.0,5.0,4.89,4.84,,f,1,1,0,0,0.18
6600452,https://www.airbnb.com/rooms/6600452,20231217045019,2023-12-17,city scrape,Guest suite in Winnipeg · ★4.82 · 2 bedrooms · 3 beds · 1 bath,,"It's a very cool neighbourhood with big trees and lots of activity. Sleeps 4. Major street along river with long walking/jogging path thru the centre. Quaint shops and eateries dot the street. Lots of services, salons, groceries, coffee shops, Asian, pizza, gourmet restaurants, bars..  all within a 5 min walk. Also, 5 minutes from city park, zoo and our famous polar bears!",https://a0.muscache.com/pictures/445bc329-71b8-49c5-9a20-6fa717f75681.jpg,34530369,https://www.airbnb.com/users/show/34530369,Lori,2015-05-29,"Winnipeg, Canada","I'm an easy going person who loves tennis, volleyball and spending time at the lake. I have 2 grown kids, college aged, who I adore hanging out with. I'm co-owner of an upscale salon, where I go in part-time. This affords me time to dedicate to my Air guests :) I have thoroughly enjoyed myself hosting. I've met the most amazing people! ",within an hour,100%,91%,t,https://a0.muscache.com/im/pictures/user/99bdb5fe-4f0f-493c-94bf-ce5c938b5cc0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/99bdb5fe-4f0f-493c-94bf-ce5c938b5cc0.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",River Heights - Fort Garry,,49.874,-97.19033,Entire guest suite,Entire home/apt,4,,1 bath,,3,[],$78.00,2,31,2,2,1125,1125,2.0,1125.0,,t,16,16,16,194,2023-12-17,283,34,1,2015-06-15,2023-11-26,4.82,4.9,4.91,4.95,4.91,4.9,4.83,,t,1,1,0,0,2.73
6645164,https://www.airbnb.com/rooms/6645164,20231217045019,2023-12-17,previous scrape,Home in Winnipeg · ★4.89 · 1 bedroom · 1 bed · 1 private bath,,,https://a0.muscache.com/pictures/83765338/e21d9dc6_original.jpg,34740382,https://www.airbnb.com/users/show/34740382,Angie,2015-06-01,"Winnipeg, Canada","I am a fun social person.  My favorite thing to do is play tennis.....and I do play a lot!!  I have done a lot of traveling and especially like Mexico!

",N/A,N/A,100%,t,https://a0.muscache.com/im/users/34740382/profile_pic/1433181476/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/34740382/profile_pic/1433181476/original.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,,Old Kildonan,,49.95232,-97.19037,Private room in home,Private room,2,,1 private bath,,1,[],,1,1125,1,1,1125,1125,1.0,1125.0,,,0,0,0,0,2023-12-17,148,9,0,2015-06-22,2023-09-28,4.89,4.95,5.0,4.95,4.95,4.69,4.93,,f,1,0,1,0,1.43
6729013,https://www.airbnb.com/rooms/6729013,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.50 · 1 bedroom · 1 bed · 1.5 baths,,I have a leaflet with local information.,https://a0.muscache.com/pictures/84953968/fbed63ae_original.jpg,28431458,https://www.airbnb.com/users/show/28431458,David,2015-02-27,"Winnipeg, Canada",Generally fairly busy working and gardening.,a few days or more,0%,N/A,f,https://a0.muscache.com/im/users/28431458/profile_pic/1433713396/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/28431458/profile_pic/1433713396/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Fort Rouge - East Fort Garry,,49.88457,-97.15357,Private room in home,Private room,2,,1.5 baths,,1,[],$125.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,30,60,90,365,2023-12-17,6,0,0,2015-06-14,2017-04-09,4.5,4.5,4.83,4.83,4.67,4.5,4.0,,f,1,0,1,0,0.06
6821819,https://www.airbnb.com/rooms/6821819,20231217045019,2023-12-17,city scrape,Condo in Winnipeg · ★4.82 · 1 bedroom · 1 bed · 1 bath,,"A hub of culture and life, the Exchange District attracts visitors and residents alike with its historic architecture, charming boutiques, world class dining, beautiful parks and access to downtown hotspots. Quite simply, it's a fantastic place to be.",https://a0.muscache.com/pictures/86239172/95730874_original.jpg,35601029,https://www.airbnb.com/users/show/35601029,Stephanie,2015-06-11,"Winnipeg, Canada","Hello! I love playing board games, baking and spending time outdoors. I have had the chance to travel across Asia in my early 20s. I've lived in Chicago, Daytona Beach, Atlanta, and Philadelphia before moving back home to Winnipeg (where I was born and raised) to work as an optometrist. I'll try my best to be a good host while you enjoy your stay at my condo!",within a few hours,100%,98%,t,https://a0.muscache.com/im/users/35601029/profile_pic/1434234966/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/35601029/profile_pic/1434234966/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Point Douglas,,49.89954,-97.1339,Entire condo,Entire home/apt,2,,1 bath,,1,[],$85.00,5,1125,5,5,1125,1125,5.0,1125.0,,t,12,12,19,19,2023-12-17,175,9,0,2015-07-26,2023-07-28,4.82,4.93,4.78,4.93,4.98,4.8,4.88,,f,2,2,0,0,1.71
6850453,https://www.airbnb.com/rooms/6850453,20231217045019,2023-12-17,previous scrape,Loft in Winnipeg · ★4.87 · 1 bedroom · 2 beds · 1 bath,,"Located in beautiful St. Boniface, the French quarter of Winnipeg, near the Forks market, the Canadian museum of Human Rights, the St. Boniface Cathedral, etc.<br />The suite is located on a quiet street, just across from a park, and the Seine river.<br />A large grocery store and lots of great local restaurants and shops nearby!<br />Also conveniently located near the University of Winnipeg and the French Université de St. Boniface.",https://a0.muscache.com/pictures/466aad80-a364-4996-b4e4-24f082345811.jpg,7914034,https://www.airbnb.com/users/show/7914034,Sophie,2013-08-03,"Winnipeg, Canada","My name is Sophie.  I live with my husband and adorable kids in Manitoba, Canada.
We are both bilingual (English and French).  I also speak a bit of Spanish.
Well-travelled ourselves, we love to host and welcome new people in our little part of the world. :)",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/766ed0bb-e834-4a48-aff4-fc5dc6b3d8de.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/766ed0bb-e834-4a48-aff4-fc5dc6b3d8de.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",St. Boniface,,49.87726,-97.10574,Entire loft,Entire home/apt,4,,1 bath,,2,[],,2,200,2,2,1125,1125,2.0,1125.0,,,0,0,0,0,2023-12-17,263,31,0,2015-09-11,2023-10-30,4.87,4.91,4.84,4.91,4.94,4.79,4.88,,t,1,1,0,0,2.61
6958427,https://www.airbnb.com/rooms/6958427,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.96 · 2 bedrooms · 2 beds · 1.5 baths,,,https://a0.muscache.com/pictures/miso/Hosting-6958427/original/ec76ef8a-1d56-4d7c-9447-c553a278fb61.jpeg,20374475,https://www.airbnb.com/users/show/20374475,Alison,2014-08-21,"Winnipeg, Canada","I'm an artist, coordinator, beeswax business owner,  and lover of nature.  Since childhood, I've travelled all over the world and respect the value of true hospitality.  I wish you a wonderful stay!",within an hour,100%,83%,t,https://a0.muscache.com/im/users/20374475/profile_pic/1435207114/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/20374475/profile_pic/1435207114/original.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,,Daniel McIntyre,,49.88304,-97.16857,Entire home,Entire home/apt,4,,1.5 baths,,2,[],$148.00,2,60,2,2,60,60,2.0,60.0,,t,0,0,11,101,2023-12-17,80,3,0,2017-03-24,2023-08-27,4.96,4.98,4.95,4.99,5.0,4.96,4.94,,f,1,1,0,0,0.98
7403049,https://www.airbnb.com/rooms/7403049,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.74 · 3 bedrooms · 3 beds · 1.5 shared baths,,We Live very  close to Winnipeg's largest park & Zoo<br />One of Canada's largest Pilates  studio is a 10 min stroll away<br />Private sessions and group classes available in the home or studio<br />Outdoor Tennis is Free on new courts 5 min walk<br />Ice rink 5 min walk  both indoor rinks and outdoor<br />Great Restaurants with local organic food award winning chefs.,https://a0.muscache.com/pictures/6434ee51-bf8d-4fa5-9068-f91c3dc17c01.jpg,38791285,https://www.airbnb.com/users/show/38791285,Rose,2015-07-17,"Winnipeg, Canada","Grandmother to 4 
I love to meet and help new people arriving in winnipeg
I teach MELTMethod 
Like to 
Xc ski
Paddeling 
squash
Tennis
Sail /Race Keel Boats
speak german
travel 
cooking 
Reading
Lived in  Germany 
 England for 3

Travel...
 Europe 
Egypt
 Turkey
 Greece
Cyprus
New York
Mallorca
Italy 
France
Spain
Holland
Switzerland
Denmark
Holland 
Austria
Portugal
England
Ireland
Scotland
USA",within a few hours,100%,76%,f,https://a0.muscache.com/im/users/38791285/profile_pic/1437234722/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/38791285/profile_pic/1437234722/original.jpg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",River Heights - Fort Garry,,49.86492,-97.1775,Private room in home,Private room,1,,1.5 shared baths,,3,[],$60.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,214,2023-12-17,23,4,0,2015-08-13,2023-08-15,4.74,4.83,4.91,4.91,4.78,4.83,4.83,,f,4,0,4,0,0.23
7556469,https://www.airbnb.com/rooms/7556469,20231217045019,2023-12-17,city scrape,Guest suite in Winnipeg · ★4.88 · 1 bedroom · 1 bed · 1 bath,,"Located directly off Henderson Highway which is a main artery road in Winnipeg,  Winnipeg Transit bus stop 30 steps from the front door going Downtown. Easy walking with Elmwood Park nearby or Kildonan Drive which is always nice for an evening stroll. Grocery, Pharmacy, Liquor Store, Neighbourhood Restaurant & Bar just down the street along with many other places down the Henderson Strip. <br />Plenty of restaurants and bars Downtown or in the Exchange which is 6 minutes away (by car) 10 minutes away (by bus) or a 30 minute walk over the Disraeli Bridge. We are conveniently close to Downtown, The Exchange, The Canadian Human Rights Museum, The Forks Market, Millennium Library, MTS Centre, Manitoba Theatre Centre, Centennial Concert Hall, Pantages Playhouse, Royal Winnipeg Ballet, & Winnipeg Goldeyes Stadium but at the same time, far enough that it's safe, peaceful and away from the hustle & bustle.",https://a0.muscache.com/pictures/fe37a25f-c01d-4753-8cb4-abf7a86a4a1e.jpg,19068812,https://www.airbnb.com/users/show/19068812,Ashley,2014-07-28,"Winnipeg, Canada","Hey! I'm Ashley and my husband is Brent. We enjoy spending time together (even after 11 years of marriage!),  Peloton obsessed -  if you ever want to get a workout in while staying here let us know... love a good margarita, strong coffee (life is too short to waste on crappy coffee), and delicious food - especially pizza.

We have a beautiful daughter and that to date has been our greatest adventure. 

Thank you for taking the time to check out our space, we have used Airbnb as travelers and have had only good experiences and decided to open up our home since we feel we have a great little suite in the basement of our home to share with other airbnb'ers! 

We look forward to hosting you!",within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/98452d42-df06-40d9-a2b2-7e6ad81ba193.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/98452d42-df06-40d9-a2b2-7e6ad81ba193.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'work_email']",t,t,"Winnipeg, Manitoba, Canada",North Kildonan,,49.91978,-97.11485,Entire guest suite,Entire home/apt,3,,1 bath,,1,[],$67.00,1,3,1,3,1125,1125,1.3,1125.0,,t,3,3,3,3,2023-12-17,757,71,2,2015-08-08,2023-11-24,4.88,4.93,4.93,4.93,4.96,4.81,4.92,,f,1,1,0,0,7.44
7916359,https://www.airbnb.com/rooms/7916359,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.74 · 4 bedrooms · 4 beds · 3 baths,,This home 10 minutes from downtown. I'm clearly biased but I truly believe it is the most unique piece of property in all of Winnipeg. You have no visible neighbours out back for acres. So it's a cottage country feel near the heart of the city. Stunning river trails to book in winter.,https://a0.muscache.com/pictures/29fca08e-627e-45b8-bdf5-31556a731619.jpg,23470058,https://www.airbnb.com/users/show/23470058,K,2014-11-07,"Winnipeg, Canada","I am a 47 year old mother and a busy entrepreneur for over 19 years. I have rental properties and used to design clothes, which I sold at festivals. I am also a nature lover. I love to travel and I have lived all over the world. I am happy to share my home and garden with others. ",within an hour,100%,64%,t,https://a0.muscache.com/im/pictures/user/76b60fa4-494a-4a0d-a451-0d73dd054420.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/76b60fa4-494a-4a0d-a451-0d73dd054420.jpg?aki_policy=profile_x_medium,,4,23,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",St. Vital,,49.86179,-97.09886,Entire home,Entire home/apt,8,,3 baths,,4,[],$159.00,4,365,1,4,365,365,4.0,365.0,,t,19,49,79,86,2023-12-17,62,5,0,2018-12-09,2023-09-19,4.74,4.87,4.73,4.92,4.92,4.95,4.84,,f,4,2,2,0,1.01
