id,name,host_id,property_type,room_type,accommodates,bathrooms,bedrooms,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,instant_bookable
33718930,Modern Downtown 1BR | Rooftop & Gym | Jets Games!,313682239,Entire rental unit,Entire home/apt,2,1.0,1.0,$85.00,2,1125,2,2,1125,1125,2.0,1125.0,t,28,58,88,177,f
34095722,Bright 2BR EntireHouse St. Boniface w/Parking,40200324,Entire home,Entire home/apt,6,1.0,2.0,$124.00,2,730,1,3,1125,1125,2.2,1125.0,t,14,38,63,139,t
34147948,CONDO AT DOWNTOWN WINNIPEG @GLASSHOUSE,81950151,Entire condo,Entire home/apt,2,1.0,1.0,$115.00,7,1125,7,7,1125,1125,7.0,1125.0,t,30,60,89,89,f
34558186,Getaway by highway 59,133026564,Entire home,Entire home/apt,6,,2.0,,1,1125,1,2,1125,1125,1.4,1125.0,t,0,0,0,0,t
34598964,Corporate Stays | LXTX | Stylish 1BR,38459934,Entire rental unit,Entire home/apt,2,,1.0,,31,180,30,31,180,180,30.4,180.0,t,0,0,16,16,f
34598983,Corporate Stays | The Spot | Spacious 3BR,38459934,Entire serviced apartment,Entire home/apt,4,2.0,3.0,$204.00,31,1125,30,31,1125,1125,30.4,1125.0,t,0,19,48,48,f
34605031,maison dans le village,95776055,Entire guesthouse,Entire home/apt,6,1.0,2.0,$175.00,1,1125,1,2,1125,1125,1.3,1125.0,t,24,52,82,351,f
34713260,Colipano's Place with free WiFi,261799192,Private room in home,Private room,2,1.0,1.0,$50.00,1,1125,1,1,1125,1125,1.0,1125.0,t,0,21,51,325,f
34720387,Snug Downtown Studio Unit in Winnipeg,184170702,Entire rental unit,Entire home/apt,2,,,,4,1125,4,4,1125,1125,4.0,1125.0,t,0,0,0,0,f
34769613,"Cozy, new renovated & Friendly room 2",8145510,Private room in bungalow,Private room,1,2.0,1.0,$35.00,3,1125,3,3,1125,1125,3.0,1125.0,t,0,21,51,326,f
34839031,Home away from home!,251997834,Private room in townhouse,Private room,1,1.0,1.0,$35.00,3,1125,3,3,1125,1125,3.0,1125.0,t,0,0,2,144,t
34869040,Central Downtown 2Bed/ 2Bath + Free Secure Parking,227205574,Entire condo,Entire home/apt,6,2.0,2.0,,2,1125,2,2,1125,1125,2.0,1125.0,t,7,10,21,278,f
34928960,Colipano’s place with free Wifi,261799192,Private room in home,Private room,1,1.0,2.0,$60.00,1,7,1,1,1125,1125,1.0,1125.0,t,0,21,51,326,f
34964474,(167) Warehouse Loft | Exchange District| 1 bdr + Parking,114498849,Entire condo,Entire home/apt,2,1.0,1.0,$124.00,30,1125,30,30,1125,1125,30.0,1125.0,t,0,0,0,173,f
35157314,One bedroom Fully-Furnished Executive Suite!,65535254,Entire condo,Entire home/apt,2,1.0,1.0,$55.00,30,1125,30,30,1125,1125,30.0,1125.0,t,0,0,20,109,f
35167841,Home Away Room 3 st. vital Winnipeg,199538184,Private room in home,Private room,2,,,,5,1125,5,5,1125,1125,5.0,1125.0,t,0,0,0,0,t
35616676,Trendy 1BR in Downtown | Gym + Rooftop | Jets Game,194010985,Entire loft,Entire home/apt,2,1.0,1.0,$84.00,2,89,2,2,1125,1125,2.0,1125.0,t,16,46,76,350,f
35617165,Greenview Paradise,267961977,Entire villa,Entire home/apt,10,3.5,4.0,$979.00,1,100,1,2,100,100,1.2,100.0,t,25,53,79,326,t
35844492,Stylish 1BR | Plush King Bed | Near Jets Game |GYM,194010985,Entire condo,Entire home/apt,4,1.0,1.0,$110.00,3,89,3,3,1125,1125,3.0,1125.0,t,25,55,80,169,f
35869331,Corporate Stays | LXTX | Beautiful and modern  1BR,38459934,Entire rental unit,Entire home/apt,2,,1.0,,31,180,30,31,180,180,30.4,180.0,t,0,0,0,0,f
35934650,OZ Condos Loft in the Village 304 - Heated Parking,563380260,Entire rental unit,Entire home/apt,2,1.5,1.0,$105.00,2,1125,2,30,2,1125,19.4,1101.8,t,2,2,10,57,t
35974292,Beautiful character home in Wolseley,15818259,Private room in home,Private room,2,1.0,1.0,$69.00,2,14,2,2,14,14,2.0,14.0,t,30,60,89,89,f
36032002,Cozy Bungalow Suite,192346927,Entire home,Entire home/apt,3,1.0,2.0,$80.00,3,30,3,3,1125,1125,3.0,1125.0,t,4,34,64,197,f
36117951,Comfortable Spacious Loft Condo - Great Value!,74203278,Entire condo,Entire home/apt,2,1.0,1.0,$116.00,5,360,5,28,1125,1125,15.4,1125.0,t,5,35,65,339,f
36143466,Chic 2BR|Gym+Rooftop|King Bed|Downtown MTS Centre,185100371,Entire loft,Entire home/apt,4,1.0,2.0,$84.00,2,1125,2,2,1125,1125,2.0,1125.0,t,25,55,85,174,f
36349482,Historic Home in Great Location,52798939,Private room in home,Private room,2,1.0,1.0,$80.00,5,30,5,5,30,30,5.0,30.0,t,29,59,88,88,f
36504535,Davids Place on Havelock,163070,Entire guest suite,Entire home/apt,4,1.0,2.0,$88.00,2,29,2,2,29,29,2.0,29.0,t,22,52,82,357,f
36564209,Relaxing Downtown Studio Unit in Winnipeg,184170702,Entire rental unit,Entire home/apt,2,1.0,0.0,$67.00,4,1125,3,30,1125,1125,6.1,1125.0,t,6,10,15,69,f
36876819,Beautiful one bedrom apparentement,272132100,Entire rental unit,Entire home/apt,2,,1.0,,1,365,1,1,365,365,1.0,365.0,,0,0,0,0,f
36880111,gæstehus in Osbourne Village,95776055,Entire rental unit,Entire home/apt,5,1.0,2.0,$125.00,1,1125,1,2,1125,1125,1.1,1125.0,t,18,48,55,323,f
36906307,Colipano Place 2 with Free Wifi  A lovely Basement,261799192,Private room in home,Private room,2,1.0,1.0,$50.00,1,1125,1,1,1125,1125,1.0,1125.0,t,0,22,52,327,f
36908415,Urban Glasshouse Across CanadaLife w/FREE Parking,277396359,Entire condo,Entire home/apt,2,1.0,1.0,$94.00,2,28,2,3,28,28,2.2,28.0,t,14,37,62,62,f
37080019,South Osborne Station West - Family-Friendly Haven,2292373,Entire townhouse,Entire home/apt,7,2.0,3.0,$139.00,2,1125,2,3,1125,1125,2.4,1125.0,t,19,49,79,168,f
37213631,"King bed, 5 mins to U of M, Close to all Amenities",11135988,Entire condo,Entire home/apt,3,1.0,1.0,$82.00,3,150,3,3,150,150,3.0,150.0,t,0,21,50,50,f
37292530,Chic character home w/ free parking in great area,204867329,Entire bungalow,Entire home/apt,5,1.0,3.0,$139.00,30,700,3,30,1125,1125,29.4,1125.0,t,1,28,35,297,f
37367048,Gorgeous loft style condo in the Exchange District,281574286,Entire condo,Entire home/apt,4,1.0,2.0,$107.00,3,1125,3,3,1125,1125,3.0,1125.0,t,9,19,29,273,f
37400864,Delightful Downtown Studio Unit in Winnipeg,184170702,Entire rental unit,Entire home/apt,2,,,,4,1125,4,4,1125,1125,4.0,1125.0,t,0,0,0,0,f
37589738,Modern 2 bed/2 bath Condo in Great location,65125757,Entire condo,Entire home/apt,4,,2.0,,3,1125,2,28,1125,1125,11.7,1125.0,t,0,0,0,0,f
37623089,(407)Downtown Glasshouse+ Classy 2 Bedroom Condo(3,114498849,Entire condo,Entire home/apt,4,2.0,2.0,$110.00,2,999,2,14,999,999,11.2,999.0,t,15,45,75,349,f
37624268,(1111)Downtown Glasshouse+Spacious 1 Bdr+Fast WiFi,114498849,Entire condo,Entire home/apt,2,1.0,1.0,$97.00,2,999,2,30,999,999,29.4,999.0,t,1,1,2,276,f
37624941,(1705)Downtown Glasshouse Impressive 1BR 1 BATH+ Fast WiFi(311),114498849,Entire condo,Entire home/apt,2,1.0,1.0,$94.00,3,999,2,14,999,999,11.2,999.0,t,24,54,84,358,f
37833722,St. Boniface + Spacious & Cozy 2 Bdr + Parking + (,114498849,Entire home,Entire home/apt,4,1.0,2.0,$91.00,2,999,2,30,999,999,29.4,999.0,t,0,22,52,321,f
37965838,°Close to Canada Life Centre° Osborne Location!,83638615,Entire condo,Entire home/apt,2,1.0,0.0,$78.00,1,365,1,1,365,365,1.0,365.0,t,1,22,48,132,f
38119529,🌟🌟🌟2 bdrm with 2 queen beds apt near U of Manitoba,36084423,Entire condo,Entire home/apt,4,1.0,2.0,$109.00,2,365,2,2,1125,1125,2.0,1125.0,t,2,2,12,26,f
38167116,"University of manitoba area. Close to buses, shops",160038191,Private room in townhouse,Private room,1,1.0,1.0,$35.00,1,1125,1,1,1125,1125,1.0,1125.0,t,30,60,90,365,f
38186060,Enjoy the comforts of this cozy basement suite!,108722007,Private room in bungalow,Private room,2,1.0,1.0,$104.00,1,1125,1,1,1125,1125,1.0,1125.0,t,30,60,90,365,t
38261817,Darling Dorchester in the ❤️ of Winnipeg,170362793,Entire home,Entire home/apt,8,2.0,3.0,$135.00,4,1125,1,4,1125,1125,4.0,1125.0,t,21,45,59,302,f
38361902,XXLargeUltracleanLuxuriousPenthouseCoveredParking!,547429996,Entire condo,Entire home/apt,6,2.5,3.0,$159.00,4,1125,4,6,1125,1125,4.0,1125.0,t,10,38,51,265,t
38387582,Airy & Bright Loft in Exchange District+Endy Bed!,74203278,Entire condo,Entire home/apt,2,1.0,1.0,$79.00,30,120,30,30,1125,1125,30.0,1125.0,t,7,27,57,146,f
38390153,South Room at Davids Place on Havelock,163070,Private room in home,Private room,2,1.0,1.0,$48.00,2,29,2,2,29,29,2.0,29.0,t,6,6,6,6,f
38390162,North room at Davids Place on Havelock,163070,Private room in home,Private room,2,1.0,1.0,$48.00,2,29,2,2,29,29,2.0,29.0,t,1,1,1,1,f
38408644,Corporate Stays | LXTX | Bright 1BR,38459934,Entire serviced apartment,Entire home/apt,2,1.0,1.0,$154.00,31,180,30,31,180,180,30.4,180.0,t,29,59,88,88,f
38482680,"2 QUEEN BED &SOFA BED , WALKING 0.8 KM to U of M",36084423,Entire condo,Entire home/apt,4,1.5,2.0,$109.00,4,365,4,4,1125,1125,4.0,1125.0,t,26,50,54,84,f
38517753,❤️️ theLOFTonJAMES ❤️️ Your Staycation Escape ❤️️,293745142,Entire loft,Entire home/apt,4,1.0,2.0,$239.00,1,28,1,2,28,28,1.1,28.0,t,20,41,68,304,f
38522112,🔝Spectacular Skyline on 19th Floor + King Bed,79833016,Entire condo,Entire home/apt,4,1.0,2.0,$120.00,2,120,1,30,1125,1125,29.0,1125.0,t,23,53,71,119,f
38549806,Serendipity guesthouse,293079642,Private room in home,Private room,2,,,,12,1125,12,12,1125,1125,12.0,1125.0,,0,0,0,0,f
38578854,Serendipity guesthouse,293079642,Private room in home,Private room,2,,0.0,,2,7,2,2,7,7,2.0,7.0,,0,0,0,0,f
38647574,The Hinterlands - modern in cozy suburb,147578945,Entire condo,Entire home/apt,3,1.5,1.0,$145.00,2,365,2,2,1125,1125,2.0,1125.0,t,21,51,81,170,f
38700691,Calm & Cozy,55013632,Entire condo,Entire home/apt,3,1.0,1.0,$85.00,2,70,2,2,70,70,2.0,70.0,t,0,0,20,96,f
38853577,💎⭐️Brooklands beauty-Minutes from Airport✈️,98853732,Entire home,Entire home/apt,4,1.0,2.0,$90.00,1,700,1,1,700,700,1.0,700.0,t,13,40,65,235,f
38908446,South Osborne Station East-A family-friendly haven,2292373,Entire home,Entire home/apt,7,2.0,3.0,$139.00,2,1125,2,3,1125,1125,2.4,1125.0,t,22,52,82,171,f
38984143,"Bright & Spacious 3 Bdrm Home, Close to downtown",298663106,Entire home,Entire home/apt,6,1.5,3.0,,1,29,1,1,1125,1125,1.0,1125.0,t,17,45,64,235,f
39018287,All Inclusive Furnished Basement Suite,298544648,Entire guest suite,Entire home/apt,4,1.0,2.0,$111.00,3,1125,3,3,1125,1125,3.0,1125.0,t,30,60,76,351,f
39150604,Ultraclean 1600sf Premium Condo. Covered Parking !,547429996,Entire condo,Entire home/apt,4,2.0,2.0,$139.00,4,1125,4,6,1125,1125,4.0,1125.0,t,29,59,82,347,f
39178017,Renovated Riverview Character Home,5626785,Entire home,Entire home/apt,4,2.0,3.0,$70.00,28,120,28,28,120,120,28.0,120.0,t,0,1,2,63,f
39252289,•Exceptional Views/2 BDRM/13th Floor-24/7 Parking•,74203278,Entire condo,Entire home/apt,4,2.0,2.0,$134.00,2,1125,1,30,1125,1125,26.9,1125.0,t,0,18,37,267,f
39511582,Colipano Place #3 Cozy and Lovely Private Bedroom.,261799192,Private room in home,Private room,2,1.0,1.0,$50.00,1,1125,1,1,1125,1125,1.0,1125.0,t,0,21,51,325,f
39609557,Great Value! 20 mins from Downtown!,141801009,Private room in home,Private room,2,1.5,1.0,$58.00,2,28,2,2,1125,1125,2.0,1125.0,t,30,60,90,269,f
39672260,Private sunshine room 1 Main floor,304904186,Private room in home,Private room,2,1.0,1.0,$58.00,3,1125,3,3,1125,1125,3.0,1125.0,t,0,1,21,110,t
39675590,Peaceful townhouse suite near great amenities!,304936446,Private room in townhouse,Private room,2,1.5,1.0,$60.00,1,1125,1,1,1125,1125,1.0,1125.0,t,22,52,82,356,f
39692398,Private sunshine room 3,304904186,Private room in home,Private room,2,1.0,1.0,$55.00,3,1125,1,3,1125,1125,3.0,1125.0,t,0,14,44,133,t
39692950,Private sunshine room 2  Main floor,304904186,Private room in home,Private room,1,1.0,1.0,$50.00,3,1125,3,3,1125,1125,3.0,1125.0,t,0,0,0,45,t
39719794,Private room 4,304904186,Private room in home,Private room,2,1.0,1.0,$55.00,3,1125,3,3,1125,1125,3.0,1125.0,t,0,0,0,73,t
39720181,Private room 5,304904186,Private room in home,Private room,1,1.0,1.0,$45.00,3,1125,3,3,1125,1125,3.0,1125.0,t,0,0,0,48,f
39756574,1 bedroom lakeview suite with full living room.,305572011,Entire guest suite,Entire home/apt,2,1.0,1.0,$90.00,3,1125,3,3,1125,1125,3.0,1125.0,t,29,59,89,364,f
39768389,2 Bedroom Cozy Spacious Renovated Home,227976233,Entire home,Entire home/apt,4,1.0,2.0,$89.00,2,1125,2,2,1125,1125,2.0,1125.0,t,28,58,88,363,f
39887452,"Comfortable, centrally located, quiet neighborhood",62123717,Entire home,Entire home/apt,6,2.5,4.0,$242.00,4,70,4,4,70,70,4.0,70.0,t,2,2,2,261,f
39983373,Travel Inspired Clean and Quiet 2 Bedroom Cutie,3127896,Entire bungalow,Entire home/apt,5,,2.0,,14,1125,14,14,1125,1125,14.0,1125.0,t,0,1,3,17,f
39987036,Bright & Stylish suite in the city,307597595,Entire home,Entire home/apt,4,1.0,2.0,$75.00,2,1125,2,2,1125,1125,2.0,1125.0,t,13,42,52,310,t
39989059,Exquisite Homely Abode,308325854,Entire guest suite,Entire home/apt,5,,2.0,,5,180,5,5,1125,1125,5.0,1125.0,t,1,1,2,2,f
40028073,Warm bedroom,42343280,Private room in home,Private room,2,1.0,1.0,$45.00,1,1125,1,1,1125,1125,1.0,1125.0,t,28,58,88,177,f
40089718,Sleek Downtown 1BR | Rooftop & Gym | Jets Games!,313682239,Entire rental unit,Entire home/apt,2,1.0,1.0,$88.00,2,1125,2,2,1125,1125,2.0,1125.0,t,24,54,80,169,f
40330257,Home away from home - 6 bedroom refreshed bungalow,273419083,Entire bungalow,Entire home/apt,10,2.0,6.0,$235.00,2,180,2,2,1125,1125,2.0,1125.0,t,0,0,0,266,f
40405521,🏠 Your Home Away From Home -  1BDRM ✈️,309608502,Entire guest suite,Entire home/apt,2,1.0,1.0,$65.00,14,31,14,14,1125,1125,14.0,1125.0,t,0,0,0,0,f
40507724,Osborne Village +Hidden Gem 2 Bdr+Parking+30 Day M,114498849,Entire condo,Entire home/apt,4,1.0,2.0,$89.00,2,999,30,30,999,999,30.0,999.0,t,3,33,63,337,f
40509548,"2 bedroom bungalow in Transcona, close to CN rail",313473078,Entire home,Entire home/apt,6,,2.0,,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,f
40511182,Rare 2BR|Gym+Patio|King Bed|Downtown MTS Centre,313682239,Entire loft,Entire home/apt,6,1.0,2.0,,2,1125,2,2,1125,1125,2.0,1125.0,t,24,51,77,256,f
40579627,Osborne Village Charmer Minimum - 30 days or more,314438876,Entire home,Entire home/apt,5,1.5,3.0,$275.00,31,730,3,3,730,730,3.0,730.0,t,0,6,36,310,f
40594441,Studio Retreat in Lush Suburban Food Forest!,170655363,Private room in farm stay,Private room,2,1.0,1.0,$100.00,14,1125,14,14,1125,1125,14.0,1125.0,t,29,59,89,364,f
41034780,Corporate Stays | LXTX | Bright & Modern 1BR,38459934,Entire serviced apartment,Entire home/apt,2,1.0,1.0,$154.00,31,180,30,31,180,180,30.4,180.0,t,29,59,89,335,f
41034920,Corporate Stays | LXTX | Stylish 2BR,38459934,Entire serviced apartment,Entire home/apt,4,2.0,2.0,$230.00,31,180,30,31,180,180,30.4,180.0,t,29,59,88,88,f
41035096,Corporate Stays | The Spot | Open & bright 2BR,38459934,Entire serviced apartment,Entire home/apt,4,2.0,2.0,$198.00,31,180,30,31,180,180,30.4,180.0,t,28,58,87,87,f
41107902,•InstaWorthy Views |Modern Building|+Ace Location•,568999,Entire condo,Entire home/apt,2,1.0,1.0,$75.00,2,90,1,3,1125,1125,2.1,1125.0,t,12,29,45,114,f
41152952,(1408)Glasshouse Modern 2 Bed2 Bath(311),114498849,Entire condo,Entire home/apt,4,2.0,2.0,$104.00,2,999,2,14,999,999,11.2,999.0,t,23,52,78,352,f
41207934,Cozy condo in the heart of downtown Winnipeg,107713561,Entire condo,Entire home/apt,4,1.0,1.0,$69.00,30,1125,4,30,1125,1125,29.1,1125.0,t,19,49,74,140,t
41266813,Corporate Stays | LXTX | Wonderful 1BR,38459934,Entire rental unit,Entire home/apt,2,1.0,1.0,$154.00,20,180,20,30,180,180,26.2,180.0,t,29,59,88,88,f
41508433,Cozy Room 12mins From Airport 5mins Garden City,184981743,Private room in home,Private room,2,,,,21,31,21,21,1125,1125,21.0,1125.0,t,5,5,5,5,f
41577441,"Modern house, Close to All Amenities in South WPG",77723885,Entire home,Entire home/apt,6,2.5,3.0,$199.00,2,29,1,3,1125,1125,2.1,1125.0,t,19,46,61,232,f
41622111,(1606)Downtown Glasshouse+ Hi-End 1 Bdr+Fast WiFi(,114498849,Entire condo,Entire home/apt,2,1.0,1.0,$94.00,3,999,2,14,999,999,11.2,999.0,t,16,40,62,329,f
41649075,Corporate Stays | LXTX | Cozy 1BR,38459934,Entire rental unit,Entire home/apt,2,1.0,1.0,$154.00,31,180,30,31,180,180,30.4,180.0,t,14,44,73,73,f
41904324,NY in Wpg - Incredible warehouse loft - 13’ ceils,19308657,Entire condo,Entire home/apt,4,,2.0,,1,1125,1,2,1125,1125,1.3,1125.0,t,0,0,0,0,f
41934128,Corporate Stays | LXTX | Well Located 1BR,38459934,Entire serviced apartment,Entire home/apt,2,1.0,1.0,$154.00,31,180,30,31,180,180,30.4,180.0,t,29,59,88,88,f
42198973,Corporate Stays | LXTX | Amazing 1BR,38459934,Entire serviced apartment,Entire home/apt,2,1.0,1.0,$154.00,31,180,30,31,180,180,30.4,180.0,t,0,5,34,34,f
42199225,Corporate Stays | LXTX | Modern 1BR,38459934,Entire serviced apartment,Entire home/apt,2,1.0,1.0,$154.00,31,180,30,31,180,180,30.4,180.0,t,15,45,74,74,f
42200274,Corporate Stays | LXTX | Elegant 1BR,38459934,Entire serviced apartment,Entire home/apt,2,1.0,1.0,$154.00,31,180,30,31,180,180,30.4,180.0,t,29,59,89,337,f
42259192,Quiet and Relaxing,137416520,Private room in bungalow,Private room,2,1.0,1.0,$55.00,1,1125,1,1,1125,1125,1.0,1125.0,t,30,60,90,365,f
42299084,Private Room,336207432,Private room in rental unit,Private room,2,1.0,1.0,$80.00,1,1125,1,1,1125,1125,1.0,1125.0,t,30,60,90,179,t
42365140,Road Trip Stopover (Room 1),336992214,Private room in home,Private room,2,1.0,1.0,$47.00,1,2,1,1,1125,1125,1.0,1125.0,t,8,8,8,8,f
42378466,Manly Manor in the Park single bed locked room #1,282284370,Shared room in guest suite,Shared room,1,1.5,1.0,$100.00,1,30,1,1,30,30,1.0,30.0,t,30,60,90,365,f
42408782,(411)Converted Loft | Hi-End | 2 Bdr | Exchange Di,114498849,Entire condo,Entire home/apt,4,1.0,2.0,$95.00,5,1125,2,14,1125,1125,11.2,1125.0,t,14,32,32,254,f
42475339,Amazing second floor unit in StB,338214186,Entire home,Entire home/apt,4,1.0,3.0,$160.00,2,29,2,2,29,29,2.0,29.0,,0,0,19,19,f
42486260,Winnipeg DreamLoft! Exchange District!,74203278,Entire condo,Entire home/apt,2,1.0,1.0,$82.00,30,1125,3,30,1125,1125,29.6,1125.0,t,11,31,61,335,f
42621091,"Central 2-Bed Near Airport, Polo Park, The Forks",325617908,Entire guest suite,Entire home/apt,5,1.0,2.0,$73.00,2,1125,2,3,1125,1125,2.3,1125.0,t,19,49,79,168,f
42646643,OutdoorPoolHotTub Queen Bed,110192366,Private room in bungalow,Private room,2,,1.0,,1,365,1,1,365,365,1.0,365.0,t,22,51,81,183,f
42813425,Cozy private guest suite 1 room  PanAm Grant Park,340995231,Entire guest suite,Entire home/apt,2,1.0,1.0,$71.00,8,1125,7,12,1125,1125,8.0,1125.0,t,24,42,63,228,f
42830184,"Classy, Functional & Modern Spaces : Teahomes",340959175,Entire guest suite,Entire home/apt,4,1.0,2.0,$85.00,1,29,1,1,1125,1125,1.0,1125.0,t,26,56,85,85,f
42943055,South Winnipeg room close to Downtown,95312694,Private room in townhouse,Private room,2,1.0,1.0,$50.00,2,1125,2,2,1125,1125,2.0,1125.0,t,7,33,57,224,f
42944185,Cozy 2 bedroom basement suite,341920704,Entire guest suite,Entire home/apt,5,1.0,2.0,$90.00,2,1125,2,2,1125,1125,2.0,1125.0,t,30,60,90,179,f
42965487,"Cozy & Quiet Lower level suite, Private Entrance",27379047,Entire home,Entire home/apt,2,1.0,1.0,$69.00,1,29,1,1,1125,1125,1.0,1125.0,t,8,20,39,101,f
43059995,Cozy South Winnipeg townhouse near Downtown,95312694,Entire townhouse,Entire home/apt,4,1.0,2.0,$80.00,2,1125,2,2,1125,1125,2.0,1125.0,t,7,33,57,134,f
43224355,Inviting Downtown Studio in Winnipeg,184170702,Entire rental unit,Entire home/apt,2,,,,4,1125,4,4,1125,1125,4.0,1125.0,t,0,0,0,0,f
43268099,Welcoming Downtown Studio in Winnipeg,184170702,Entire rental unit,Entire home/apt,2,,,,4,730,4,4,730,730,4.0,730.0,t,0,0,0,0,f
43451577,(1309) Downtown Glasshouse Luxury Suite 2BR 1BATH+,114498849,Entire condo,Entire home/apt,4,1.0,2.0,$102.00,2,999,2,30,999,999,29.4,999.0,t,20,50,80,354,f
43489001,(209) Exchange District + Market Avenue + 2 Bdr +,114498849,Entire condo,Entire home/apt,4,1.0,2.0,$97.00,2,999,2,30,999,999,29.2,999.0,t,17,35,35,257,f
43536646,Great Townhouse 4 bed/2 bath free parking & wiffi,294422265,Entire home,Entire home/apt,5,2.0,3.0,$99.00,2,120,2,2,1125,1125,2.0,1125.0,t,23,53,83,334,f
43554040,Heaven,225427538,Private room in rental unit,Private room,2,1.0,,$50.00,1,1125,1,1,1125,1125,1.0,1125.0,t,24,54,84,173,f
43644307,Comfy Room 12mins from Airport 11mins Polo Park,184981743,Private room in home,Private room,2,,,,14,31,14,14,1125,1125,14.0,1125.0,t,0,0,0,0,f
43714385,NEW! 20th Floor 2 BDRM! Remarkable Views + Gym,74203278,Entire condo,Entire home/apt,4,1.0,2.0,$117.00,2,1125,30,30,1125,1125,30.0,1125.0,t,3,3,3,122,f
43735673,"1 bedroom, Living room, and Bathroom Apartment",348144031,Private room in home,Private room,4,1.0,1.0,$60.00,1,365,1,1,1125,1125,1.0,1125.0,t,20,35,44,288,f
43870008,River Heights family friendly with great backyard!,30874680,Entire home,Entire home/apt,8,2.0,4.0,$145.00,14,29,7,14,1125,1125,13.2,1125.0,t,0,0,21,158,f
44046663,"1150 square feet Of modern, open style condo",139114267,Entire condo,Entire home/apt,4,1.0,2.0,$110.00,2,1125,1,2,1125,1125,2.0,1125.0,t,5,11,30,231,f
44047647,Single Dbl Bed w/ Wifi & Pool and Hot Tub Access,110192366,Private room in bungalow,Private room,1,1.5,1.0,$83.00,1,365,1,1,365,365,1.0,365.0,t,23,53,83,185,f
44120967,"Cute, warm, cozy home in the south of Winnipeg.",50697287,Entire guest suite,Entire home/apt,4,1.0,2.0,$55.00,7,1125,7,7,1125,1125,7.0,1125.0,t,0,0,0,172,f
44138129,High Ceiling Loft in The Exchange + 24/7 Parking,74203278,Entire condo,Entire home/apt,2,1.0,1.0,$115.00,30,1125,30,30,1125,1125,30.0,1125.0,t,11,41,51,51,f
44139423,Luxury skyline condo in downtown FREE 24/7 parking,273419083,Entire condo,Entire home/apt,2,1.0,1.0,,2,180,2,2,1125,1125,2.0,1125.0,t,13,24,40,212,f
44155050,Gracie's Room + Mini-Kitchenette,31620704,Private room in home,Private room,2,1.0,1.0,$49.00,1,29,1,1,1125,1125,1.0,1125.0,t,7,21,30,250,f
44394749,Luxury! Home away from home with separate entrance,358251915,Entire guest suite,Entire home/apt,5,1.0,1.0,$90.00,1,1125,1,1,1125,1125,1.0,1125.0,t,22,41,71,343,f
44394773,Cozy suite in Central St Boniface,178683307,Entire home,Entire home/apt,2,1.0,1.0,,3,1125,3,3,1125,1125,3.0,1125.0,t,22,52,82,357,f
44395116,Amazing 2 bedroom basement with separate entrance,358251915,Entire guest suite,Entire home/apt,5,1.0,2.0,$100.00,1,1125,1,1,1125,1125,1.0,1125.0,t,22,41,71,342,f
44475856,"2BDR private, pretty & cozy place. U'll just ❤ it",359352320,Entire home,Entire home/apt,4,1.0,2.0,$76.00,5,1125,5,5,1125,1125,5.0,1125.0,t,0,21,51,326,f
44631597,Serene 2 bedroom condo with balcony and lakeview,273419083,Entire condo,Entire home/apt,4,1.0,2.0,$140.00,2,1125,2,2,1125,1125,2.0,1125.0,t,12,36,64,314,f
44631599,"Cozy Skyline Entire Condo, Downtown opp CanadaLife",273419083,Entire condo,Entire home/apt,2,1.0,1.0,$120.00,2,180,2,2,1125,1125,2.0,1125.0,t,15,35,54,237,f
44873269,Your second home near the U of M,135314777,Private room in home,Private room,2,1.0,1.0,$43.00,1,365,1,1,365,365,1.0,365.0,t,30,60,86,127,t
44964399,Cozy Bridgwater Home with a View,179270530,Entire townhouse,Entire home/apt,9,3.5,3.0,$216.00,1,1125,1,1,1125,1125,1.0,1125.0,t,0,2,22,85,f
45221639,Regent House 2 Bedroom Suite,56931981,Entire rental unit,Entire home/apt,4,1.0,2.0,$121.00,2,1125,1,2,1125,1125,1.3,1125.0,t,30,60,90,365,f
45325730,❤️ Hawaii-Peg ❤️ Designer House. 4 Bdrm & 4 Beds.,105884901,Entire home,Entire home/apt,8,1.5,4.0,$376.00,1,1125,1,1,1125,1125,1.0,1125.0,t,19,45,70,345,f
45332502,Glenview's Best Basement,27563486,Private room in home,Private room,2,1.0,1.0,$49.00,5,31,1,5,1125,1125,5.0,1125.0,t,23,53,75,116,f
45369477,Loft Penthouse/2 BDRM/🔝 Floor+24/7 Heated Parking,74203278,Entire condo,Entire home/apt,4,2.0,2.0,$128.00,28,1125,28,28,1125,1125,28.0,1125.0,t,0,18,48,180,f
45399317,2019 Ice Castle Trailer,304206352,Camper/RV,Entire home/apt,6,0.5,0.0,$300.00,2,1125,2,2,1125,1125,2.0,1125.0,t,30,60,90,365,f
45425951,Beautiful! Home away from home with all comforts,358251915,Entire guest suite,Entire home/apt,5,1.0,1.0,$70.00,1,1125,1,1,1125,1125,1.0,1125.0,t,22,41,71,342,f
45465980,"Homey,  Spacious and Spotless Suite",367842552,Entire rental unit,Entire home/apt,5,1.0,2.0,$82.00,5,1125,5,5,1125,1125,5.0,1125.0,t,0,0,0,187,t
