host_id,host_name,host_since,host_is_superhost,host_response_time,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,host_identity_verified
327081003,Shayna,2020-01-13,t,within an hour,100%,98%,1,1,t
188791381,Sukhi,2018-05-09,f,a few days or more,0%,0%,1,1,t
429295818,Ola,2021-10-27,f,within an hour,100%,100%,1,1,t
400495940,Milton,2021-05-07,f,within an hour,100%,100%,1,1,t
65984536,Kyle,2016-04-05,t,within an hour,100%,99%,7,8,t
18898066,Andre,2014-07-25,f,,,100%,1,4,t
346988041,Ekene,2020-05-21,f,within an hour,100%,97%,3,3,t
24067918,Andrew,2014-11-23,f,within an hour,100%,100%,1,1,t
432352648,Craig,2021-11-17,f,within a few hours,100%,68%,7,7,t
219317062,Easha,2018-10-07,t,within an hour,100%,97%,3,4,t
125895897,Kara,2017-04-14,t,within an hour,100%,98%,1,1,t
108315860,Saj,2016-12-24,f,within an hour,100%,97%,1,1,t
112291744,Jose,2017-01-19,t,within an hour,100%,91%,1,1,t
122056108,Javier,2017-03-22,f,within an hour,100%,0%,1,1,t
376327468,Hugh,2020-11-19,f,within a few hours,90%,87%,1,4,t
432536486,M. Dominic,2021-11-18,f,,,,1,1,t
204452026,Carl,2018-07-23,f,,,83%,1,1,t
201107618,Jessica,2018-07-09,f,within an hour,100%,,1,1,t
338214186,M2i,2020-02-22,f,,,,4,5,t
261615263,Lola And Henry,2019-05-13,t,within an hour,100%,95%,2,2,t
96715712,Carrie-Lynn,2016-09-25,f,within a few hours,100%,89%,2,3,t
436312242,Xavier,2021-12-16,f,within an hour,100%,99%,2,2,t
437095800,John And Katrina,2021-12-22,f,within a day,80%,79%,3,3,t
437749879,Veberly,2021-12-27,t,,,100%,1,2,f
51867576,Victoria,2015-12-20,f,,,,1,1,t
176320514,Mary Jane,2018-03-03,f,within a few hours,90%,95%,1,2,t
296708205,Krista,2019-09-21,f,within an hour,100%,100%,2,2,t
440724621,Chinwe,2022-01-16,f,,,100%,1,1,t
440787943,Sean,2022-01-16,t,within an hour,100%,92%,2,2,t
309609476,Ibijoke,2019-11-14,f,within an hour,100%,100%,1,1,t
208357013,LionEagle Stay,2018-08-08,f,within an hour,100%,100%,3,7,t
174680778,Waleed,2018-02-22,f,,,,1,1,t
125001866,Joseluis,2017-04-09,f,,,100%,1,1,t
86613683,Michelle,2016-07-28,t,within a few hours,100%,86%,1,1,t
302803955,Vipan,2019-10-16,t,within an hour,100%,99%,1,2,t
164636706,Susan,2017-12-28,t,within an hour,100%,100%,1,1,t
124976849,Samuel,2017-04-09,f,within a few hours,100%,100%,1,2,t
446410547,Catherine,2022-02-22,t,within an hour,100%,99%,1,1,t
446643790,Okey,2022-02-24,f,within a few hours,100%,100%,1,1,t
447143843,Kazeem,2022-02-27,f,within an hour,89%,53%,2,2,t
123942185,Ash,2017-04-02,f,within an hour,100%,99%,3,3,t
125825750,Ayo,2017-04-14,f,within an hour,100%,100%,1,1,t
413273155,Nook,2021-07-16,t,,,100%,1,1,t
449759805,Prairie,2022-03-15,f,within an hour,100%,100%,1,2,t
449940289,Chloe,2022-03-16,f,within a few hours,90%,77%,6,6,t
430397151,Ina,2021-11-04,t,within an hour,100%,100%,1,1,t
290352701,Fardid Hasan,2019-08-30,f,,,100%,1,1,f
450311551,Angela,2022-03-19,t,within an hour,100%,97%,1,1,t
42643937,Darla,2015-08-27,t,within an hour,100%,98%,2,2,t
429841661,Charles,2021-10-31,f,,,100%,1,1,t
33937219,Paul,2015-05-21,f,within a day,100%,0%,1,1,f
452302265,Ayoleke,2022-04-01,f,within an hour,100%,97%,1,1,t
172960313,Mohammad,2018-02-12,f,within an hour,100%,100%,1,1,t
139884314,Florence,2017-07-11,t,within an hour,100%,94%,3,3,t
121227781,Reanna,2017-03-17,t,within an hour,100%,89%,1,6,t
7365680,Jennilee,2013-07-08,t,within a day,75%,90%,1,2,t
68960718,Nitasha,2016-04-26,t,within an hour,100%,96%,1,1,t
284720874,Ahmed,2019-08-11,t,within an hour,92%,90%,1,1,t
367874453,Ruth,2020-09-16,t,within an hour,100%,96%,2,2,t
455108051,Saheed,2022-04-19,t,within an hour,100%,100%,1,2,t
174076259,Evan,2018-02-18,t,within an hour,100%,96%,1,2,t
387213019,Stalin,2021-02-04,t,within an hour,100%,91%,1,1,t
239380191,Mary,2019-01-27,f,,,80%,1,1,t
338241485,Obinna,2020-02-23,f,within an hour,100%,99%,2,3,t
315495929,Hope,2019-12-08,f,,,25%,1,2,t
197334458,Irene & Dario,2018-06-22,t,within an hour,100%,74%,1,1,t
245820392,Kurt,2019-02-27,f,within an hour,100%,,1,1,t
208740880,Manavi,2018-08-10,f,,,,1,1,t
458313730,Alex,2022-05-09,f,within an hour,100%,100%,2,5,t
389478900,Manjot,2021-02-21,f,,,100%,1,2,f
78199715,Sandy,2016-06-17,t,within an hour,100%,96%,1,1,t
188191480,Jebbin,2018-05-06,t,within an hour,100%,100%,1,2,t
141768886,Veronica,2017-07-21,f,within an hour,100%,75%,1,1,f
460918049,LaPaix Stays,2022-05-25,t,within an hour,100%,99%,1,2,t
461293333,Jonathon,2022-05-27,f,within a few hours,100%,81%,2,4,t
461426343,Rebecca,2022-05-28,t,,,100%,1,1,t
22591698,Andrea,2014-10-15,f,within an hour,100%,95%,2,2,t
244047915,Taylor,2019-02-19,f,within a day,100%,94%,3,4,t
349174628,Manjot,2020-06-08,f,within an hour,100%,90%,1,1,t
363318613,Raveen,2020-08-19,f,,,100%,1,1,t
109258692,Alexandra,2016-12-31,t,,,63%,1,1,t
90629172,Mary,2016-08-18,f,within a few hours,100%,90%,1,1,t
239318754,Mick And Marilyn,2019-01-27,t,within a few hours,100%,94%,1,1,t
204252057,Emmanuel,2018-07-22,f,within an hour,100%,93%,2,2,t
252872043,M,2019-04-02,f,within a few hours,100%,,1,1,t
465288428,Saheed,2022-06-20,f,within an hour,100%,80%,1,2,t
465303687,Ben,2022-06-21,t,within an hour,100%,90%,1,1,t
465375673,Lee,2022-06-21,t,within a few hours,100%,100%,1,1,t
465414163,Michelle,2022-06-21,t,within an hour,100%,100%,1,1,t
465435507,Oluwayomi,2022-06-21,f,within an hour,100%,100%,1,1,t
466392024,Brett,2022-06-27,t,within a few hours,100%,100%,1,1,f
109017770,Jyoti,2016-12-29,f,,,0%,1,3,t
36125863,Paul,2015-06-18,t,within an hour,100%,99%,13,13,t
244962690,Jon,2019-02-23,t,within a few hours,90%,98%,1,1,t
404190157,Osama,2021-05-29,f,,,83%,1,1,t
89719741,Noah,2016-08-13,t,within an hour,100%,97%,1,1,t
47870775,Gursimran,2015-11-01,f,a few days or more,0%,18%,1,1,f
499957527,Winnipeg,2023-02-07,t,within an hour,97%,98%,6,6,t
458645860,Anita,2022-05-11,f,within an hour,100%,100%,1,1,t
404786703,Bambilyn,2021-06-01,t,within an hour,100%,95%,8,15,t
374000554,Syed Amir Abbas,2020-10-31,t,within an hour,100%,100%,1,1,t
469127367,Terry,2022-07-12,f,within an hour,89%,93%,2,2,t
469710185,Maggie,2022-07-15,t,within an hour,100%,95%,5,5,t
57590172,Kristin,2016-02-06,f,within an hour,100%,100%,2,2,t
470276269,Atinuke,2022-07-18,f,within an hour,100%,97%,3,3,t
189116794,Ebele,2018-05-11,f,within an hour,100%,98%,2,2,t
466050732,Princess,2022-06-25,f,within an hour,100%,84%,5,13,t
431155439,Tristan,2021-11-09,f,within an hour,100%,64%,1,1,t
40117487,Ruta,2015-07-31,t,within an hour,100%,99%,2,2,t
190173415,Daniell,2018-05-17,t,within an hour,100%,97%,5,5,t
96367686,Joshua,2016-09-22,t,within an hour,100%,100%,1,1,t
474491836,Dimash,2022-08-11,f,within an hour,100%,100%,3,3,t
400279201,Hassan,2021-05-06,t,within an hour,100%,86%,1,5,t
433639221,Karen,2021-11-27,f,within an hour,100%,61%,1,1,t
475377213,Adedoyin,2022-08-16,t,,,100%,2,3,f
166125558,April,2018-01-06,f,within an hour,90%,99%,2,6,t
173751313,Jj,2018-02-17,f,within a few hours,90%,79%,1,1,t
317919490,Kunal,2019-12-16,f,within an hour,100%,92%,2,2,t
476932751,Helen,2022-08-27,f,within an hour,100%,100%,2,2,t
477141364,Stefan,2022-08-28,t,within an hour,100%,100%,4,4,t
214358419,Gbara,2018-09-09,t,within an hour,100%,95%,1,4,t
72603724,Luxxe Host,2016-05-17,t,within an hour,100%,99%,11,11,t
391819018,Daniel,2021-03-09,f,within an hour,100%,96%,3,4,t
66751493,Trish,2016-04-11,t,within an hour,100%,97%,3,3,t
436255816,Francis,2021-12-16,t,within an hour,100%,98%,1,1,t
478092402,Julie,2022-09-04,t,within an hour,100%,95%,1,1,t
44942967,Ian,2015-09-23,t,within an hour,100%,100%,2,2,t
135852781,Jackie,2017-06-19,f,within an hour,100%,88%,1,1,t
478633629,Shady,2022-09-08,t,within an hour,100%,100%,3,3,t
132617289,Neil,2017-05-30,f,within an hour,100%,99%,1,2,t
479766491,Matthew,2022-09-16,t,within an hour,100%,88%,1,1,t
480282033,Angela,2022-09-20,f,within an hour,100%,96%,1,1,f
99144216,June,2016-10-10,f,,,,5,10,t
35288016,Sadaf,2015-06-08,f,,,100%,1,3,t
480875037,Brett,2022-09-24,f,within a few hours,100%,100%,1,1,t
407374913,Rony,2021-06-15,t,within an hour,100%,99%,1,1,t
31174814,Joanna,2015-04-13,f,within a day,100%,77%,1,1,t
408029138,Elvis,2021-06-19,t,within a few hours,67%,91%,2,2,f
269294765,Deepak,2019-06-17,f,a few days or more,0%,88%,1,1,t
349205781,Nusrat Jahan,2020-06-08,t,within an hour,100%,90%,1,1,t
157290752,Ibhade,2017-11-03,t,,,95%,1,1,t
435130187,Ramon,2021-12-07,f,within a few hours,75%,81%,4,6,f
268838800,Maria,2019-06-15,f,within a few hours,100%,84%,1,2,t
69360661,Ali,2016-04-28,f,within an hour,100%,93%,4,4,t
200504909,Merryn,2018-07-07,t,within an hour,100%,88%,4,4,t
232658518,Naman,2018-12-27,t,within an hour,100%,100%,1,1,t
442302582,Mark,2022-01-26,t,within an hour,100%,100%,1,2,t
247701614,JoAnne,2019-03-08,f,,,91%,2,3,t
223573739,Phuong Yen,2018-10-31,t,within an hour,100%,98%,1,2,f
184007908,Jason,2018-04-13,t,,,100%,1,1,t
197115313,Candy,2018-06-21,f,within an hour,100%,97%,4,4,t
131012555,Priyanka,2017-05-19,f,within an hour,80%,100%,1,2,t
422350663,Meghan,2021-09-09,t,within an hour,100%,99%,2,2,t
113434889,Naseer,2017-01-26,t,within an hour,100%,100%,1,1,t
210947588,BeCey,2018-08-21,t,within an hour,100%,97%,1,1,t
415683678,Ashley,2021-07-28,t,within an hour,100%,95%,1,1,t
487101454,Hailetsion,2022-11-09,f,,,84%,1,1,t
41880116,Francis,2015-08-19,t,within a few hours,90%,91%,2,2,t
487428279,Romeo,2022-11-12,f,within an hour,100%,95%,5,5,f
188042898,Karl Maverick,2018-05-05,t,within an hour,100%,100%,1,4,t
217273874,Anna,2018-09-25,t,within an hour,100%,100%,1,1,t
157436403,Lisa,2017-11-04,f,,,100%,1,3,t
488907731,Mustafa,2022-11-23,f,within an hour,100%,100%,1,1,f
488997166,James,2022-11-24,t,within an hour,100%,99%,2,2,t
477625553,Dave,2022-09-01,f,within an hour,100%,83%,4,5,t
489217274,Sarbjeet,2022-11-26,f,,,100%,1,1,f
90847578,Mary,2016-08-19,f,,,86%,1,1,t
489373971,Sunshine,2022-11-27,f,within a few hours,100%,89%,3,3,t
490001277,Brayden,2022-12-02,t,within an hour,100%,94%,12,13,t
429140019,Olalekan,2021-10-26,f,within an hour,100%,98%,1,2,t
108393150,Ikenna,2016-12-25,t,within an hour,100%,99%,2,2,t
81768434,Peggie,2016-07-04,f,within an hour,100%,94%,3,3,t
312790559,Raed,2019-11-28,f,within an hour,100%,99%,3,3,t
490990684,Ghassan,2022-12-11,t,within an hour,90%,92%,1,1,t
368298474,Fatine Chaimae,2020-09-19,f,within an hour,100%,31%,1,2,t
73541988,Tola,2016-05-23,f,,,43%,1,2,t
492435485,Jasdeep,2022-12-22,f,within an hour,100%,96%,1,1,t
334326088,Annie,2020-02-07,f,,,,1,1,t
493140661,Laraib,2022-12-28,f,,,75%,1,1,f
144021650,Marie Hope,2017-08-02,f,,,67%,1,1,t
53173059,Misty,2016-01-03,t,within a few hours,90%,68%,1,2,t
246472728,Sola,2019-03-02,t,,,85%,3,3,t
354013104,Nike,2020-07-06,t,within an hour,100%,91%,1,4,t
494639760,Gregory,2023-01-06,f,a few days or more,0%,0%,1,1,f
119677065,Vahab,2017-03-07,f,within a few hours,100%,66%,1,2,t
161746808,Zoé,2017-12-07,f,a few days or more,0%,81%,1,1,t
495732633,Len,2023-01-12,f,within an hour,100%,100%,1,1,t
108882935,Johise,2016-12-28,f,within an hour,100%,96%,1,1,t
239225423,Jeremiah,2019-01-27,t,within an hour,100%,92%,1,1,t
25502012,Berina,2015-01-02,t,within an hour,100%,100%,2,2,t
82120981,Mustaqeem,2016-07-06,f,within a few hours,100%,17%,2,3,t
497432200,Nathanel,2023-01-22,t,within an hour,100%,99%,4,4,t
496303026,Perry,2023-01-15,t,within a few hours,100%,80%,4,4,t
497826843,Lawrence,2023-01-24,f,within a few hours,90%,96%,1,2,f
476039162,Luxury Rentals,2022-08-21,f,within an hour,100%,100%,1,3,t
498610116,Tianqiao,2023-01-29,f,within an hour,80%,49%,5,5,t
106423347,Bryan,2016-12-06,t,within an hour,100%,96%,1,1,t
105960155,Yi,2016-12-02,f,within a few hours,100%,99%,1,2,t
499260399,Huan,2023-02-02,f,within an hour,100%,98%,2,5,t
498256345,Funmilayo,2023-01-27,t,within an hour,100%,100%,1,1,f
385506620,Glory,2021-01-21,t,within a day,80%,80%,1,1,t
471674834,Enrique,2022-07-26,f,within an hour,100%,80%,1,1,f
482635349,Temitope,2022-10-07,f,within an hour,100%,79%,7,10,t
500047144,Oleksandra,2023-02-07,f,,,100%,1,1,f
323919511,Owen,2020-01-03,t,within an hour,96%,100%,1,1,f
499870525,Olateju,2023-02-06,f,,,97%,1,1,f
171141300,Stephen,2018-02-01,t,within an hour,100%,91%,3,3,f
495909176,Yetunde,2023-01-13,t,within an hour,100%,89%,4,4,t
502553547,P,2023-02-24,f,within a few hours,100%,79%,2,2,t
52574471,Phyllis,2015-12-28,f,within an hour,100%,67%,2,2,t
128856873,John,2017-05-04,t,within an hour,100%,100%,2,5,t
284745146,Menandro,2019-08-11,t,within an hour,100%,84%,1,1,t
53461430,Grant,2016-01-05,f,,,67%,1,1,t
504382401,Ayoku,2023-03-07,f,,,92%,1,1,t
504890496,Abraham,2023-03-11,f,within an hour,100%,100%,1,1,t
46965605,Obakemi,2015-10-19,t,within an hour,100%,97%,1,1,t
238338657,Jansen,2019-01-22,f,a few days or more,0%,100%,1,1,t
215092947,Jingzhou,2018-09-12,t,,,97%,1,1,t
505609787,Manav,2023-03-15,t,within an hour,100%,100%,1,1,t
345289005,Ugochukwu Stephen,2020-05-03,f,within an hour,100%,100%,3,3,t
134797550,Braydin,2017-06-12,f,within an hour,100%,100%,1,2,t
149889186,Sana,2017-09-09,f,within an hour,100%,89%,4,4,t
198593303,Carla,2018-06-28,t,,,91%,1,1,t
173065051,Victoria,2018-02-12,f,within an hour,100%,80%,1,2,t
425859639,Divpreet Singh,2021-10-04,f,within an hour,100%,100%,1,1,t
499376912,Jeanvive,2023-02-03,t,within an hour,100%,99%,3,4,t
32686835,Rajbir,2015-05-05,f,within an hour,67%,96%,1,1,t
212884088,Stanley,2018-08-31,f,within a day,100%,80%,1,1,t
179644049,Hilary,2018-03-20,f,within a few hours,90%,80%,1,1,t
251568060,Stanley,2019-03-27,t,within an hour,100%,92%,1,1,t
508934469,Yusuf,2023-04-07,t,within an hour,93%,98%,1,1,t
493541570,Mujidat,2022-12-30,t,within an hour,100%,96%,2,2,t
78504236,Angela,2016-06-18,f,within a day,57%,62%,2,4,f
462708063,Jirah,2022-06-05,f,,,89%,6,7,t
488338721,Tope,2022-11-19,t,,,100%,1,2,t
510500368,Accommodation Winnipeg,2023-04-17,t,within an hour,100%,79%,2,2,t
510638047,Spruce,2023-04-18,t,within an hour,100%,100%,7,7,t
510362301,Ali,2023-04-16,t,within an hour,100%,100%,2,2,f
45499469,Jill,2015-10-01,f,within a few hours,100%,100%,1,1,t
510966484,Vansh,2023-04-20,f,,,25%,1,2,t
151822828,Hamza,2017-09-23,f,within an hour,90%,94%,2,2,t
146678771,Motunrayo,2017-08-18,f,within an hour,100%,100%,1,2,t
120127483,Munyaradzi Godfrey,2017-03-10,f,a few days or more,0%,0%,1,1,t
123007199,Karen,2017-03-28,f,within an hour,100%,100%,2,3,t
97322401,Hannah,2016-09-29,t,within an hour,90%,99%,1,2,t
512113932,Gaeli,2023-04-27,t,within an hour,100%,100%,3,3,t
513044735,Omosolape,2023-05-03,f,within an hour,100%,100%,2,3,t
513603806,Alex,2023-05-07,f,within an hour,100%,100%,2,2,t
513824776,Abdul,2023-05-08,f,within an hour,100%,100%,1,1,t
513842647,Samson,2023-05-08,t,within a few hours,100%,78%,3,3,f
7599279,Susan,2013-07-19,t,within an hour,100%,87%,1,7,t
514171247,Sophia,2023-05-10,f,within an hour,100%,96%,1,1,t
444023000,Henry,2022-02-07,t,within an hour,100%,97%,1,1,f
516051137,Adefunke,2023-05-22,f,a few days or more,20%,21%,1,1,f
516057922,Baljinder,2023-05-22,t,within an hour,100%,100%,1,1,f
516223225,Rita,2023-05-23,f,within an hour,100%,100%,3,4,t
464282012,Shaun,2022-06-14,f,within an hour,100%,0%,1,1,f
516570011,Atul,2023-05-25,f,within an hour,94%,98%,4,4,t
509296089,Brianne,2023-04-09,f,,,0%,1,1,t
517034752,Nate,2023-05-28,t,within an hour,100%,100%,4,4,t
473389677,Tunde,2022-08-04,f,within an hour,100%,80%,1,1,f
81322789,Adebukola,2016-07-02,f,,,100%,2,2,t
385501619,Chris,2021-01-21,t,within an hour,100%,98%,2,2,t
43532664,Linnea,2015-09-06,t,within an hour,100%,95%,3,3,t
455331517,Carley,2022-04-21,f,within an hour,100%,100%,12,15,t
30447137,Jonathan,2015-04-01,f,,,0%,1,1,t
219371531,Lanre,2018-10-08,f,within an hour,100%,86%,3,6,t
317295003,Kunwer,2019-12-14,f,within a few hours,100%,100%,2,2,t
518978825,Tom,2023-06-08,f,within a few hours,100%,0%,1,2,t
519621970,Younik Stays,2023-06-12,t,within an hour,100%,100%,1,1,t
520422090,Jun,2023-06-16,f,within an hour,100%,100%,1,1,t
520543688,Olalekan,2023-06-17,t,within an hour,100%,98%,1,1,f
52594260,George,2015-12-28,f,within a few hours,100%,100%,1,2,t
520938504,Mofiyinfoluwa,2023-06-19,t,within an hour,100%,95%,3,3,t
209633673,Ana,2018-08-15,f,within an hour,100%,100%,1,1,t
371275821,Mariam,2020-10-09,t,within an hour,100%,100%,2,2,t
522260141,Keeno,2023-06-26,f,within a day,100%,88%,1,1,t
377019941,Francis,2020-11-25,t,within a few hours,100%,92%,3,3,t
20173373,Riolina,2014-08-17,f,within an hour,100%,100%,2,2,t
61325524,Enerosa,2016-03-02,f,within an hour,100%,87%,2,2,t
489637425,Cozystay Signature,2022-11-29,f,within a few hours,80%,57%,125,316,t
265033899,Chikezie,2019-05-29,f,within an hour,100%,100%,2,2,t
65920003,Avril,2016-04-05,f,within an hour,100%,100%,1,3,t
122070124,Carlos,2017-03-22,f,within an hour,100%,65%,1,1,f
478046069,Parul,2022-09-04,f,within a few hours,100%,85%,2,3,t
498788026,Illia,2023-01-30,f,a few days or more,0%,,2,2,t
489007478,Alex,2022-11-24,f,within an hour,100%,100%,1,2,t
523794749,Humble And Grand,2023-07-04,t,within an hour,100%,100%,2,2,t
191390482,Charlotte,2018-05-24,f,within a few hours,100%,91%,1,1,t
76132371,Diku,2016-06-06,f,within an hour,100%,100%,1,1,t
229445801,Kishan,2018-12-06,f,a few days or more,0%,0%,1,1,f
524336673,Adeniyi,2023-07-07,t,within an hour,100%,100%,1,1,f
521447034,Sunroop,2023-06-22,t,within an hour,100%,100%,1,1,t
207755907,Fahad,2018-08-06,f,within an hour,100%,95%,1,1,f
280872902,Kiu Lam,2019-07-31,t,within an hour,100%,99%,5,5,t
521145067,Mohd,2023-06-20,t,within an hour,100%,100%,2,4,t
13610265,Leila,2014-03-27,f,within a few hours,83%,75%,1,1,t
109560197,Kevin,2017-01-02,f,within an hour,100%,95%,1,1,t
226696289,Rey,2018-11-20,f,within an hour,100%,94%,1,1,t
394874347,Uche,2021-03-30,f,within an hour,100%,100%,1,1,t
71841563,Kaitlyn,2016-05-13,f,,,,1,1,t
174927218,Jon,2018-02-23,f,,,,1,1,f
365348575,Heinz,2020-08-31,f,within an hour,100%,100%,1,1,f
200198124,Mi,2018-07-05,f,within an hour,100%,100%,1,1,t
425816789,Seyi,2021-10-03,f,within an hour,100%,100%,2,2,t
527070318,BESTbodyby,2023-07-21,f,within an hour,100%,89%,1,4,t
226864685,Abdullah,2018-11-21,f,within a day,100%,50%,1,1,t
279143971,Raheem Olabamiji,2019-07-25,f,within a few hours,100%,0%,1,3,t
67753692,Alexandra,2016-04-18,f,within an hour,100%,80%,1,2,t
11485362,Steve,2014-01-20,f,within an hour,100%,100%,1,5,t
111857130,Sajad,2017-01-17,f,within a few hours,100%,80%,1,1,t
495354207,Pillar Property,2023-01-10,f,within a few hours,90%,100%,3,5,t
466808120,Evans,2022-06-29,f,within an hour,90%,100%,2,2,t
254143761,Adeyemi,2019-04-08,f,within an hour,100%,67%,1,4,t
529932140,Harjeet,2023-08-04,f,within a few hours,100%,100%,1,2,f
84993548,Tina,2016-07-20,f,within an hour,100%,100%,1,1,t
530692914,Simran,2023-08-08,f,within an hour,91%,92%,17,17,t
213255097,Toyin,2018-09-03,f,within an hour,100%,85%,3,3,t
530785576,Bryan,2023-08-09,f,within an hour,100%,50%,1,1,t
491433686,Sara,2022-12-14,f,within an hour,100%,97%,6,6,t
370562798,Dave & Vicky,2020-10-04,f,within an hour,100%,100%,1,4,t
83319824,Wilfred,2016-07-12,f,within an hour,100%,92%,3,3,t
97837544,Sarah,2016-10-03,f,within a few hours,100%,75%,1,1,t
531689491,Manpreet,2023-08-13,f,within an hour,100%,92%,1,3,f
68156532,Robin,2016-04-20,f,within an hour,100%,100%,1,1,t
496243022,Folakemi,2023-01-15,f,within an hour,100%,58%,1,1,f
514911299,Valerie,2023-05-15,f,within a few hours,100%,89%,1,1,t
414325314,Ankit,2021-07-21,f,,,60%,1,1,t
532019741,Casa,2023-08-15,f,within an hour,100%,100%,1,1,t
27712287,Christian,2015-02-13,t,within an hour,67%,92%,7,14,t
436464214,Kafayat,2021-12-18,f,within an hour,100%,83%,1,2,t
279290285,Akoko,2019-07-25,f,within an hour,100%,100%,1,1,t
532636522,Curtis,2023-08-18,f,within an hour,100%,88%,1,1,f
528332194,Sara,2023-07-27,f,within an hour,100%,92%,3,3,t
70224105,Liz,2016-05-03,f,within an hour,100%,100%,1,1,t
129054956,Mehrdad,2017-05-05,f,within an hour,100%,71%,1,1,t
302439140,Laura Marie,2019-10-15,f,within an hour,100%,100%,1,2,t
232720462,Adeyemi,2018-12-27,f,within an hour,100%,100%,1,1,t
416866822,Min,2021-08-04,f,within an hour,100%,71%,1,1,t
74166042,Ting,2016-05-26,f,within a day,60%,0%,1,1,f
533922739,Catherine,2023-08-26,t,within an hour,100%,97%,2,2,t
78697903,Kevin,2016-06-19,f,within a day,100%,100%,1,1,t
169229060,Jeziel,2018-01-22,f,within a few hours,100%,80%,1,1,t
534174465,Nevin,2023-08-27,f,within an hour,100%,88%,1,1,t
374886746,Samuel,2020-11-08,f,within an hour,100%,100%,1,1,t
534330936,Sunday,2023-08-28,f,within an hour,100%,100%,1,1,f
85172751,Amanda,2016-07-21,f,within an hour,90%,96%,1,4,t
76385957,Patrick And Nikki,2016-06-07,f,within a few hours,100%,91%,1,1,t
18603278,Jamye,2014-07-21,t,within an hour,100%,100%,1,1,t
218611048,Troy,2018-10-03,f,within an hour,100%,93%,3,3,f
118573553,Christian,2017-02-28,f,within an hour,100%,67%,2,2,t
499131620,Madelaine,2023-02-01,f,within an hour,100%,100%,2,2,t
535542758,Kolawol,2023-09-04,f,within a day,50%,,1,1,t
74217129,Ingrid,2016-05-26,f,within an hour,100%,96%,2,3,t
535889564,Rylen,2023-09-06,f,within a few hours,100%,100%,3,3,t
535902185,Lovepreet,2023-09-06,t,within an hour,100%,100%,3,3,t
456992018,Ayo,2022-05-01,f,within an hour,100%,67%,1,2,t
534424102,Chinaza,2023-08-28,f,within an hour,100%,71%,3,3,t
277411912,Andrei,2019-07-19,f,,,100%,1,1,t
21330816,Jennifer,2014-09-14,f,within an hour,100%,0%,1,2,t
536536334,Tunde,2023-09-11,f,,,,1,1,f
460811115,Jeena Rani,2022-05-24,f,within an hour,100%,100%,1,3,t
372108143,Gulaine,2020-10-15,f,,,,1,2,t
417847986,Ridha,2021-08-10,f,within a few hours,100%,84%,1,2,t
163752994,Shilpa,2017-12-22,f,within an hour,100%,100%,1,1,f
318685830,Amador,2019-12-18,f,within a few hours,100%,67%,1,4,t
537135902,Haresh,2023-09-14,f,within an hour,100%,100%,1,1,t
352221563,Maryjane,2020-06-27,f,within an hour,100%,75%,1,2,t
387188310,Ayodeji,2021-02-03,t,within an hour,100%,97%,3,5,t
732657,Mo,2011-06-22,f,within an hour,100%,100%,2,2,t
538224257,E Street,2023-09-21,f,within an hour,99%,98%,19,20,t
538606941,Ivy,2023-09-23,f,within an hour,100%,79%,2,2,t
538622174,Aneka,2023-09-23,f,within an hour,100%,89%,5,5,t
515908449,John,2023-05-21,f,within an hour,75%,100%,1,1,t
13874843,Tiffani,2014-04-04,f,within an hour,100%,83%,1,5,t
207335531,Kaeley,2018-08-04,f,within an hour,100%,94%,1,1,t
243322733,Keith,2019-02-15,f,within an hour,100%,64%,1,1,t
187391059,Amahzino,2018-05-02,f,within an hour,100%,100%,1,1,t
516848815,Raphael,2023-05-27,f,within an hour,100%,81%,1,1,t
506327253,Olayinka,2023-03-20,f,within an hour,100%,100%,1,1,t
134389342,Nicole,2017-06-10,f,within a few hours,100%,,1,1,t
486160232,Stephanie,2022-11-03,f,within a day,75%,33%,1,2,t
515905053,Jaspreet,2023-05-21,f,within a few hours,100%,,1,1,f
537284172,Elora,2023-09-15,f,within an hour,93%,96%,1,2,f
540066940,Taiwo,2023-10-02,f,within a few hours,90%,100%,2,2,f
540376852,Holly,2023-10-04,f,within an hour,100%,100%,2,2,t
459402445,Ghady,2022-05-16,f,within a day,100%,100%,1,2,t
480346750,Jesse,2022-09-20,f,within a day,100%,,1,5,t
489798120,Ketsia,2022-12-01,f,within an hour,100%,86%,1,2,f
92319815,Candace,2016-08-28,f,within a day,100%,,1,1,f
540844301,Michael,2023-10-07,f,within an hour,100%,67%,2,2,t
290284967,Muntaqeem,2019-08-30,f,within a few hours,100%,87%,4,4,t
176682518,Angie,2018-03-05,f,within an hour,100%,,1,2,t
541149138,Minh,2023-10-09,f,within an hour,100%,100%,1,1,f
416878861,Joshua,2021-08-04,f,within an hour,100%,100%,1,3,f
148838492,Marcia,2017-09-02,f,within an hour,100%,94%,3,3,f
299897428,Gurpreet,2019-10-03,f,within an hour,100%,100%,2,2,t
189299556,Enabulele,2018-05-13,f,within an hour,100%,96%,3,3,t
542132713,Paris,2023-10-16,f,within an hour,100%,100%,1,1,t
3239688,Darlene,2012-08-12,f,within a few hours,100%,33%,1,2,t
130940604,Fabian,2017-05-18,f,within an hour,100%,100%,1,1,t
302624488,Vishal,2019-10-15,f,a few days or more,0%,,1,1,f
543047720,Jamshaid,2023-10-23,f,within an hour,100%,100%,1,2,t
178520181,Eric,2018-03-14,f,within an hour,100%,100%,6,6,t
